_id,playerId,gameId,createdAt,data.tangram,data.group,data.id,data.text,data.loadingNextRound,data.community,data.engaged,data.correctness,data.english,data.human,data.newpartner,data.strategy,data.fair,data.feedback,data.satisfied,data.workedWell,data.perspective,data.chatComfort,data.chatUseful,data.events,data.ownGroup
48ju8ng85nXQwxB5w,BGeqchdkvshi65XDN,d9p3wuzB2BQYCy7zP,2021-01-21T20:10:51Z,/experiment/tangram_G.png,blue,blueG,A person doing Yoga with open arms ,true,,,,,,,,,,,,,,,,blue
uALeMoP4ASjSZtc5d,M4qbRoF5yXYPGhotP,NLsYdbJ2XrBW64HqK,2021-01-21T20:10:57Z,/experiment/tangram_D.png,red,redD,"standing straight, with a square pot in his hands",true,,,,,,,,,,,,,,,,blue
5BjmiaBqfrEcKaiNz,9hRopcMnnYmR9e2dW,NLsYdbJ2XrBW64HqK,2021-01-21T20:11:01Z,/experiment/tangram_D.png,blue,blueD,"standing both legs down, square item in hands",true,,,,,,,,,,,,,,,,blue
69zAAcxYTGMporJHZ,3WPKgStmvDmiq4cf8,NLsYdbJ2XrBW64HqK,2021-01-21T20:11:05Z,/experiment/tangram_C.png,red,redC,waving hands,true,,,,,,,,,,,,,,,,blue
6XNfqABosysBEBu8g,BGeqchdkvshi65XDN,d9p3wuzB2BQYCy7zP,2021-01-21T20:11:08Z,/experiment/tangram_F.png,blue,blueF,"Just sitting down \n",true,,,,,,,,,,,,,,,,blue
iWzZ67kMmkd9DtyJm,3WPKgStmvDmiq4cf8,NLsYdbJ2XrBW64HqK,2021-01-21T20:11:16Z,/experiment/tangram_A.png,red,redA,two heads,true,,,,,,,,,,,,,,,,blue
dAi6DofWbsjC6EJDE,JZ7s2cW82QJHtZEE2,d9p3wuzB2BQYCy7zP,2021-01-21T20:11:19Z,/experiment/tangram_G.png,blue,blueG,Looks like someone lying on his backs with open arms.,true,,,,,,,,,,,,,,,,blue
y5Jz8fj5kRtsQHWJ8,3WPKgStmvDmiq4cf8,NLsYdbJ2XrBW64HqK,2021-01-21T20:11:22Z,/experiment/tangram_D.png,red,redD,square,true,,,,,,,,,,,,,,,,blue
w6nHQJxprb4AtFfsn,JZ7s2cW82QJHtZEE2,d9p3wuzB2BQYCy7zP,2021-01-21T20:11:33Z,/experiment/tangram_H.png,blue,blueH,Looks like a candle or a standing man.,true,,,,,,,,,,,,,,,,blue
baeWaFFPyFv4dPKoy,M4qbRoF5yXYPGhotP,NLsYdbJ2XrBW64HqK,2021-01-21T20:11:59Z,,,,,,blue,10,yes,no,yes,yes,"picked up good hints, and repeated them",the study was a little too long for the pay,no,verySatisfied,stronglyAgree,,,yes,,
bZyNRe7fesFuHCwFM,JZ7s2cW82QJHtZEE2,d9p3wuzB2BQYCy7zP,2021-01-21T20:12:06Z,/experiment/tangram_F.png,blue,blueF,Looks like a guy thinking to commit suicide.,true,,,,,,,,,,,,,,,,blue
jJz2aQAA8vKJ4NhDB,JZ7s2cW82QJHtZEE2,d9p3wuzB2BQYCy7zP,2021-01-21T20:12:20Z,/experiment/tangram_E.png,blue,blueE,Looks like someone with bunny ears.,true,,,,,,,,,,,,,,,,blue
BafjXEEwrLiEG7u8r,uefqbKWbBYsSeJE88,d9p3wuzB2BQYCy7zP,2021-01-21T20:12:30Z,,,,,,blue,10,yes,no,yes,yes,"Just trying to understand what we have in common, in order to communicate well.",yes,no,verySatisfied,stronglyAgree,,,"Yes, it was really easy to use!",,
9CiJYJdykZrnqcS5Y,X8ZXNCLZ8HHxBrnGt,RXcJQ3BxKX2p7ifiG,2021-01-21T20:13:27Z,/experiment/tangram_H.png,blue,blueH,head and body with no arms or legs,true,,,,,,,,,,,,,,,,blue
g4ybbqEwwHcwrGgPP,X8ZXNCLZ8HHxBrnGt,RXcJQ3BxKX2p7ifiG,2021-01-21T20:13:40Z,/experiment/tangram_G.png,blue,blueG,person with wings looking left,true,,,,,,,,,,,,,,,,blue
LW7TPtKBwQEnPieyP,JZ7s2cW82QJHtZEE2,d9p3wuzB2BQYCy7zP,2021-01-21T20:13:46Z,,,,,,blue,10,yes,no,yes,yes,Describe the images as human shapes.,Yes.,No.,verySatisfied,stronglyAgree,,,Yes.,,
hCZi6FyhKWuRdbisY,X8ZXNCLZ8HHxBrnGt,RXcJQ3BxKX2p7ifiG,2021-01-21T20:13:48Z,/experiment/tangram_E.png,blue,blueE,rabbit looking right,true,,,,,,,,,,,,,,,,blue
9XpPA3w6i8CjLmd6Y,gfNqBikGHHPWfNb5y,RXcJQ3BxKX2p7ifiG,2021-01-21T20:13:58Z,/experiment/tangram_H.png,red,redH,"newborn just head and body no arms\n",true,,,,,,,,,,,,,,,,blue
suGctqQXiKLGmubzt,yWRdsvdGgjJib8TGk,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:00Z,/experiment/tangram_G.png,blue,blueG,winged man looking left with hair,true,,,,,,,,,,,,,,,,blue
MyT2gdsZvsdL4eJ4p,aqWoXHG74vjhTAnW8,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:02Z,/experiment/tangram_E.png,red,redE,"looks like a rabbit with ears looking to the right, no arms",true,,,,,,,,,,,,,,,,blue
ddw9TkyaeBWKFsBro,9hRopcMnnYmR9e2dW,NLsYdbJ2XrBW64HqK,2021-01-21T20:14:04Z,,,,,,blue,10,yes,no,no,no,"At first, tried to describe them simply, but was biased by my imagination too much, so I simplified more.\nAt the 2nd and 3rd partners I was the listener first, so when I was the speaker I used their terms.",Yes,No,somewhatSatisfied,neutral,,,Yes,,
Qfe3YsiYedozwecqM,X8ZXNCLZ8HHxBrnGt,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:09Z,/experiment/tangram_F.png,blue,blueF,person looking left with knees bent sitting down,true,,,,,,,,,,,,,,,,blue
YfRgvqwaA93yicFwv,yWRdsvdGgjJib8TGk,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:20Z,/experiment/tangram_H.png,blue,blueH,"newborn, no visible arms, no hair",true,,,,,,,,,,,,,,,,blue
RkhXAkypv5bQcJiuo,gfNqBikGHHPWfNb5y,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:22Z,/experiment/tangram_F.png,red,redF,"bent knees looking to the left head legs and body no arms\n",true,,,,,,,,,,,,,,,,blue
YXvvuuTepu2xKt9Tf,aqWoXHG74vjhTAnW8,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:23Z,/experiment/tangram_G.png,red,redG,it looks like a woman looking to the left with her wings and legs outstretched,true,,,,,,,,,,,,,,,,blue
fvGgBWWSHMoM9xHxD,X8ZXNCLZ8HHxBrnGt,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:25Z,/experiment/tangram_F.png,red,redF,knees bent sitting down looking left,true,,,,,,,,,,,,,,,,blue
4qjyArrC32x2YQAnZ,yWRdsvdGgjJib8TGk,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:29Z,/experiment/tangram_E.png,blue,blueE,rabbit looking right,true,,,,,,,,,,,,,,,,blue
3RFKwcSCzb6FdjCmJ,gfNqBikGHHPWfNb5y,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:31Z,/experiment/tangram_E.png,red,redE,rabbit looking to the right ,true,,,,,,,,,,,,,,,,blue
2qYofW9d6AdEGdLmj,3WPKgStmvDmiq4cf8,NLsYdbJ2XrBW64HqK,2021-01-21T20:14:32Z,,,,,,blue,10,yes,yes,yes,yes,"after coming to a mutual understanding of what the shapes looked like, then using the least words possible to describe them gain",yes,no,somewhatSatisfied,agree,,,good enough but when i was typing a message the screen would change and my message would be deleted before i coild send it,,
aJJn4EwGdhxHLGtYG,X8ZXNCLZ8HHxBrnGt,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:33Z,/experiment/tangram_E.png,red,redE,rabbit looking right,true,,,,,,,,,,,,,,,,blue
zgaqqwTjqtBiwrrZu,X8ZXNCLZ8HHxBrnGt,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:40Z,/experiment/tangram_H.png,red,redH,head and body no arms or legs,true,,,,,,,,,,,,,,,,blue
2GDLMwkforoN6YJ9c,aqWoXHG74vjhTAnW8,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:43Z,/experiment/tangram_F.png,red,redF,"looks like a big man looking left with bent knees\n",true,,,,,,,,,,,,,,,,blue
Lq23N6DC4ERTtvm9M,gfNqBikGHHPWfNb5y,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:47Z,/experiment/tangram_G.png,red,redG,man with the wings from the back looking to the left,true,,,,,,,,,,,,,,,,blue
K78shEsZZGokWe6Kd,X8ZXNCLZ8HHxBrnGt,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:48Z,/experiment/tangram_G.png,red,redG,person with wings looking left,true,,,,,,,,,,,,,,,,blue
jnL92yuDsahYfyf2B,yWRdsvdGgjJib8TGk,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:50Z,/experiment/tangram_F.png,blue,blueF,depressed man looking left with his knees bent,true,,,,,,,,,,,,,,,,blue
MudcZ6Ymr9JGLCy5g,gfNqBikGHHPWfNb5y,RXcJQ3BxKX2p7ifiG,2021-01-21T20:14:59Z,/experiment/tangram_E.png,blue,blueE,rabbit,true,,,,,,,,,,,,,,,,blue
nRc6kytk5P2QQYMtM,aqWoXHG74vjhTAnW8,RXcJQ3BxKX2p7ifiG,2021-01-21T20:15:02Z,/experiment/tangram_H.png,red,redH,"a body without arms or legs, just the head",true,,,,,,,,,,,,,,,,blue
orAMZmhXjagxhKkEm,gfNqBikGHHPWfNb5y,RXcJQ3BxKX2p7ifiG,2021-01-21T20:15:13Z,/experiment/tangram_G.png,blue,blueG,man with the wings from back. angel,true,,,,,,,,,,,,,,,,blue
EMAnnE7EH4DkFvnuD,yWRdsvdGgjJib8TGk,RXcJQ3BxKX2p7ifiG,2021-01-21T20:15:22Z,/experiment/tangram_F.png,red,redF,man looking left with his knees bent and no arms,true,,,,,,,,,,,,,,,,blue
N5qKB7czQ5Z6ZyECN,yGpY3B6jvDaHxJEYk,WXEAiwy3fGXsLfgTM,2021-01-21T20:15:24Z,/experiment/tangram_A.png,blue,blueA,"One leg up and the other one on the ground, with its head on the right \n",true,,,,,,,,,,,,,,,,red
zygZ7pzy6MFiouPwb,gfNqBikGHHPWfNb5y,RXcJQ3BxKX2p7ifiG,2021-01-21T20:15:24Z,/experiment/tangram_H.png,blue,blueH,newborn no arms just head and body,true,,,,,,,,,,,,,,,,blue
CLDSX5Aww97rbSEqe,aqWoXHG74vjhTAnW8,RXcJQ3BxKX2p7ifiG,2021-01-21T20:15:26Z,/experiment/tangram_G.png,blue,blueG,"it looks like a woman looking to the left with her wings and legs outstretched\n",true,,,,,,,,,,,,,,,,blue
Ck9CyQuypyu94MEKK,fwktYPNXpfQMdCLr9,WXEAiwy3fGXsLfgTM,2021-01-21T20:15:34Z,/experiment/tangram_D.png,red,redD,"It's a standing figure, very vertical. Looks like their head is straight up. Both feet and arms are on the left side. Looks like it's holding a gun or praying. Overall kinda looks like a monk.",true,,,,,,,,,,,,,,,,red
FSmFbrZEMamSjrCaJ,aqWoXHG74vjhTAnW8,RXcJQ3BxKX2p7ifiG,2021-01-21T20:15:35Z,/experiment/tangram_E.png,blue,blueE,looks like a rabbit with ears looking to the right,true,,,,,,,,,,,,,,,,blue
i6TsdmcrMKLnskhao,gfNqBikGHHPWfNb5y,RXcJQ3BxKX2p7ifiG,2021-01-21T20:15:39Z,/experiment/tangram_F.png,blue,blueF,bent knees looking to the left no arms,true,,,,,,,,,,,,,,,,blue
ei45ThYEqeR5MSEx4,X8ZXNCLZ8HHxBrnGt,RXcJQ3BxKX2p7ifiG,2021-01-21T20:15:40Z,,,,,,blue,7,yes,yes,yes,yes,just be simple ,yes,no,verySatisfied,stronglyAgree,,,yes,,
o5Emy3vTFiomF7Z5u,yWRdsvdGgjJib8TGk,RXcJQ3BxKX2p7ifiG,2021-01-21T20:15:41Z,/experiment/tangram_H.png,red,redH,"newborn with no arms and legs, no hair",true,,,,,,,,,,,,,,,,blue
HKSaEHApbiQGBKmmK,aqWoXHG74vjhTAnW8,RXcJQ3BxKX2p7ifiG,2021-01-21T20:15:43Z,/experiment/tangram_H.png,blue,blueH,"a body without arms or legs, just the head",true,,,,,,,,,,,,,,,,blue
QppXd5oRZBECRhNkw,aqWoXHG74vjhTAnW8,RXcJQ3BxKX2p7ifiG,2021-01-21T20:15:50Z,/experiment/tangram_F.png,blue,blueF,looks like a big man looking left with bent knees,true,,,,,,,,,,,,,,,,blue
qg535uCZDCLNLvbz7,yWRdsvdGgjJib8TGk,RXcJQ3BxKX2p7ifiG,2021-01-21T20:15:52Z,/experiment/tangram_E.png,red,redE,rabbit looking to the right,true,,,,,,,,,,,,,,,,blue
LRJ3vPZdCx2EnMh3o,yGpY3B6jvDaHxJEYk,WXEAiwy3fGXsLfgTM,2021-01-21T20:15:54Z,/experiment/tangram_D.png,blue,blueD,the one standing on both legs and both hands on the left,true,,,,,,,,,,,,,,,,red
BRGKpXxJLqtaqGvmi,BGeqchdkvshi65XDN,d9p3wuzB2BQYCy7zP,2021-01-21T20:15:55Z,,,,,,blue,10,yes,no,yes,yes,Just assign a word to each picture ,"Yes, it was easy and fun.","It was really fun, and I still don't know if my partners are computers or not. I like to think they weren´t.",verySatisfied,agree,,,"Yes, very much.",,
MBvxbShhsQgipHz83,eRsyj87Bj8p8ph33i,WXEAiwy3fGXsLfgTM,2021-01-21T20:16:02Z,/experiment/tangram_C.png,blue,blueC,"it's a diagonal figure, it has open arms ",true,,,,,,,,,,,,,,,,red
3Pfg2mKev7iupBgqL,yWRdsvdGgjJib8TGk,RXcJQ3BxKX2p7ifiG,2021-01-21T20:16:05Z,/experiment/tangram_G.png,red,redG,winged man looking left with hair,true,,,,,,,,,,,,,,,,blue
hgRez4cpAKwiqPPN7,q8v5akN6y9cx3ux4N,WXEAiwy3fGXsLfgTM,2021-01-21T20:16:06Z,/experiment/tangram_A.png,blue,blueA,"looks like someone with one leg up high, head is kinda falling, kind of like is slipping",true,,,,,,,,,,,,,,,,red
gw4EQ2wxp3Nc7pCjn,fwktYPNXpfQMdCLr9,WXEAiwy3fGXsLfgTM,2021-01-21T20:16:11Z,/experiment/tangram_B.png,red,redB,"It looks like a person on their knees, maybe a lady with a big dress and a hat. It's the shortest figure of all. Most of the tangram pieces are towards the bottom. ",true,,,,,,,,,,,,,,,,red
x6k9AaZxXGqAz3B4Q,yGpY3B6jvDaHxJEYk,WXEAiwy3fGXsLfgTM,2021-01-21T20:16:15Z,/experiment/tangram_C.png,blue,blueC,diagonal body with both hands up ,true,,,,,,,,,,,,,,,,red
M5rKkQNez9S2FHRD9,q8v5akN6y9cx3ux4N,WXEAiwy3fGXsLfgTM,2021-01-21T20:16:19Z,/experiment/tangram_B.png,blue,blueB,"looks like someone on his knees, maybe praying",true,,,,,,,,,,,,,,,,red
xsEYHdguGz7L866YL,yGpY3B6jvDaHxJEYk,WXEAiwy3fGXsLfgTM,2021-01-21T20:16:31Z,/experiment/tangram_B.png,blue,blueB,"the on on its knees, looks like hes praying",true,,,,,,,,,,,,,,,,red
ogh3x8XfiWHNXHZuQ,gfNqBikGHHPWfNb5y,RXcJQ3BxKX2p7ifiG,2021-01-21T20:16:36Z,,,,,,blue,10,yes,yes,yes,yes,i was trying to copy the partners answers,yes,no,verySatisfied,stronglyAgree,,,yes ,,
2FdXMfoFrEfBaaFeE,q8v5akN6y9cx3ux4N,WXEAiwy3fGXsLfgTM,2021-01-21T20:16:43Z,/experiment/tangram_D.png,blue,blueD,"standing figure, hands to the left. looks like is poiting at something\n",true,,,,,,,,,,,,,,,,red
axveYgwQYqZu5KFpp,fwktYPNXpfQMdCLr9,WXEAiwy3fGXsLfgTM,2021-01-21T20:16:47Z,/experiment/tangram_A.png,red,redA,"It looks someone with one leg up and one down, and their head is falling behind, like they're tripping. Both legs on the left, head falling towards the right, arms also on the left side.",true,,,,,,,,,,,,,,,,red
JtEzJvmRKg6PTsmXs,eRsyj87Bj8p8ph33i,WXEAiwy3fGXsLfgTM,2021-01-21T20:16:56Z,/experiment/tangram_B.png,blue,blueB,"looks like an angel praying, he's on his knees with wings on the right. he's looking up",true,,,,,,,,,,,,,,,,red
DTcCRS3wMgbvqsuqr,q8v5akN6y9cx3ux4N,WXEAiwy3fGXsLfgTM,2021-01-21T20:17:01Z,/experiment/tangram_C.png,blue,blueC,"arms open up high, diagonal body, no legs",true,,,,,,,,,,,,,,,,red
zJbcdhJb7bEqEss3L,q8v5akN6y9cx3ux4N,WXEAiwy3fGXsLfgTM,2021-01-21T20:17:10Z,/experiment/tangram_C.png,red,redC,"arms open up high, diagonal body, no legs",true,,,,,,,,,,,,,,,,red
Fs2WZHfxQi9LNwa3W,fwktYPNXpfQMdCLr9,WXEAiwy3fGXsLfgTM,2021-01-21T20:17:11Z,/experiment/tangram_C.png,red,redC,"It looks like someone with open arms and no feet, very oblique. Like it's ready to hug someone.",true,,,,,,,,,,,,,,,,red
TWATob8aA3pPwhtCf,q8v5akN6y9cx3ux4N,WXEAiwy3fGXsLfgTM,2021-01-21T20:17:26Z,/experiment/tangram_D.png,red,redD,"standing figure, hands to the left. looks like is poiting at something",true,,,,,,,,,,,,,,,,red
uZeaJkLjJtJTbBqWq,yGpY3B6jvDaHxJEYk,WXEAiwy3fGXsLfgTM,2021-01-21T20:17:28Z,/experiment/tangram_C.png,red,redC,"both hands up, diagonal body",true,,,,,,,,,,,,,,,,red
gMphbqm3i6syR8udD,eRsyj87Bj8p8ph33i,WXEAiwy3fGXsLfgTM,2021-01-21T20:17:28Z,/experiment/tangram_A.png,blue,blueA,looks like a man with a leg up on the left side. ,true,,,,,,,,,,,,,,,,red
cpJ4SE323GHJ4aahS,q8v5akN6y9cx3ux4N,WXEAiwy3fGXsLfgTM,2021-01-21T20:17:34Z,/experiment/tangram_B.png,red,redB,"someone on his knees, maybe praying",true,,,,,,,,,,,,,,,,red
75x4kpmAWJbP4wdid,fwktYPNXpfQMdCLr9,WXEAiwy3fGXsLfgTM,2021-01-21T20:17:38Z,/experiment/tangram_A.png,blue,blueA,"It looks like someone with one leg up and one leg down. Head falling behind, like it's tripping. Both legs and arms on the left side.",true,,,,,,,,,,,,,,,,red
NHnD9L7knR4mHFazb,yGpY3B6jvDaHxJEYk,WXEAiwy3fGXsLfgTM,2021-01-21T20:17:47Z,/experiment/tangram_D.png,red,redD,both legs on the ground and nboth hands on the right,true,,,,,,,,,,,,,,,,red
crCswYTnnxEvjd5Lk,q8v5akN6y9cx3ux4N,WXEAiwy3fGXsLfgTM,2021-01-21T20:17:53Z,/experiment/tangram_A.png,red,redA,"one leg up high, head is kinda falling, kind of like is slipping",true,,,,,,,,,,,,,,,,red
uAWN87hhePrK362db,fwktYPNXpfQMdCLr9,WXEAiwy3fGXsLfgTM,2021-01-21T20:17:54Z,/experiment/tangram_D.png,blue,blueD,"Looks like someone standing up straight, maybe holding a gun. Very vertical. ",true,,,,,,,,,,,,,,,,red
7r6wQFT8B5reAWKGZ,aqWoXHG74vjhTAnW8,RXcJQ3BxKX2p7ifiG,2021-01-21T20:18:04Z,,,,,,blue,8,yes,no,yes,yes,to bring the images back to something concrete,I think so,"yes, sometimes I could see the answer before the speaker gave me info",somewhatSatisfied,stronglyAgree,,,"yes, a little bit lagging",,
Yy36QsE288A2TZeuK,yGpY3B6jvDaHxJEYk,WXEAiwy3fGXsLfgTM,2021-01-21T20:18:05Z,/experiment/tangram_A.png,red,redA,"one leg up and the other leg on the ground with its head on the right\n",true,,,,,,,,,,,,,,,,red
Z6zHT3SHnDgjFQFuE,eRsyj87Bj8p8ph33i,WXEAiwy3fGXsLfgTM,2021-01-21T20:18:05Z,/experiment/tangram_D.png,blue,blueD,looks like a man standing straight. both legs on the ground with feet and hands facing left,true,,,,,,,,,,,,,,,,red
Q5egRphzo7hHcAGSe,fwktYPNXpfQMdCLr9,WXEAiwy3fGXsLfgTM,2021-01-21T20:18:12Z,/experiment/tangram_C.png,blue,blueC,"Looks like someone with open arms, like it's ready to hug someone. No feet. Very oblique.",true,,,,,,,,,,,,,,,,red
H3D3JoEBwHW7hBCwv,yGpY3B6jvDaHxJEYk,WXEAiwy3fGXsLfgTM,2021-01-21T20:18:34Z,/experiment/tangram_B.png,red,redB,the one on its knees looks like hes praying,true,,,,,,,,,,,,,,,,red
mtf3EaTBHnkfXbBAE,fwktYPNXpfQMdCLr9,WXEAiwy3fGXsLfgTM,2021-01-21T20:18:34Z,/experiment/tangram_B.png,blue,blueB,"Looks like someone on their knees, praying or something. Very short figure, many tangram blocks towards the bottom.",true,,,,,,,,,,,,,,,,red
GgnKWfvsBAMxu5zcK,eRsyj87Bj8p8ph33i,WXEAiwy3fGXsLfgTM,2021-01-21T20:18:39Z,/experiment/tangram_C.png,red,redC,looks like a man with open arms and diagonal body,true,,,,,,,,,,,,,,,,red
M6rAmtjja2HeJ3pTT,eRsyj87Bj8p8ph33i,WXEAiwy3fGXsLfgTM,2021-01-21T20:19:00Z,/experiment/tangram_A.png,red,redA,looks like a man with a leg up on the left side,true,,,,,,,,,,,,,,,,red
Bra5oDW7nqWzJ9pXP,eRsyj87Bj8p8ph33i,WXEAiwy3fGXsLfgTM,2021-01-21T20:19:32Z,/experiment/tangram_B.png,red,redB,"looks like an angel praying on his knees, has wings on the right side ",true,,,,,,,,,,,,,,,,red
EsrLbGumJHqndJ6B2,yWRdsvdGgjJib8TGk,RXcJQ3BxKX2p7ifiG,2021-01-21T20:19:54Z,,,,,,blue,10,yes,no,yes,yes,"first describe pictures with details, then only the main points or names","fine, glad for anything","had to reload few times but that was still fine. the annoying thing was that it reloaded alone? suddenly during writing, it reloaded and I had to write my description again",somewhatSatisfied,agree,,,yes,,
hCLw2JskSZ65PpEuu,yGpY3B6jvDaHxJEYk,WXEAiwy3fGXsLfgTM,2021-01-21T20:20:06Z,,,,,,red,10,yes,no,yes,yes,I had used hands and legs position,Sure,Sometimes the last anwser was picked once again in the next task,verySatisfied,stronglyAgree,,,Yes,,
apaCmxTjqF2ctAJpT,eRsyj87Bj8p8ph33i,WXEAiwy3fGXsLfgTM,2021-01-21T20:20:08Z,/experiment/tangram_D.png,red,redD,"a figure standing straight with both feet on the ground, feet and hands are on the left side",true,,,,,,,,,,,,,,,,red
atZDu9zKPoybKSTSE,fwktYPNXpfQMdCLr9,WXEAiwy3fGXsLfgTM,2021-01-21T20:20:10Z,,,,,,red,10,yes,no,yes,no,"Trying to find some exclusive features for each of the tangrams, that others could understand as quickly as possible.","Yes, although it took a while for the test to start. ","Yes, two times the game chose the figure instead of me or another participant, like it glitched.",verySatisfied,stronglyAgree,,,Yes it was.,,
TtSEERf6oDtkuagLa,q8v5akN6y9cx3ux4N,WXEAiwy3fGXsLfgTM,2021-01-21T20:21:01Z,,,,,,red,10,yes,no,yes,yes,speed and key words,yes,"sometimes a red square appeared, despite of the correct match, and I did not get why",verySatisfied,stronglyAgree,,,yes,,
F5D9JX4724h4rzQdF,eRsyj87Bj8p8ph33i,WXEAiwy3fGXsLfgTM,2021-01-21T20:23:41Z,,,,,,red,8,yes,no,yes,yes,looking at the figure like its a man and describing its position,"yeah, but sometimes it glitched and didnt give me the points (happened twice)",yeah sometimes the platform glitches,somewhatSatisfied,stronglyAgree,,,yes,,
NyvEkZQ9QbcEPcbrL,M5FpZRWdf7kXwh7M6,McAxQaPM2oXcMmW7j,2021-01-21T20:26:41Z,/experiment/tangram_C.png,red,redC,Falling with arms up in the air,true,,,,,,,,,,,,,,,,blue
x5suPoCQF4DQgAtQt,M5FpZRWdf7kXwh7M6,McAxQaPM2oXcMmW7j,2021-01-21T20:26:52Z,/experiment/tangram_B.png,red,redB,kneeling holding something out,true,,,,,,,,,,,,,,,,blue
i8cw58iLdqbeEbbLY,x4r9AsazSkNHCe6Wp,McAxQaPM2oXcMmW7j,2021-01-21T20:26:55Z,/experiment/tangram_B.png,red,redB,"mouse, person kneeling down on the floor",true,,,,,,,,,,,,,,,,blue
tNSwr2FQvSSkaFxLZ,7JJAKXuh3Hiaimf2o,McAxQaPM2oXcMmW7j,2021-01-21T20:26:59Z,/experiment/tangram_C.png,blue,blueC,Man falling or flying with arms up in the air.,true,,,,,,,,,,,,,,,,blue
kZkx78MyBfr8ump6k,M5FpZRWdf7kXwh7M6,McAxQaPM2oXcMmW7j,2021-01-21T20:27:04Z,/experiment/tangram_A.png,red,redA,standing on one leg looking odwn,true,,,,,,,,,,,,,,,,blue
9c9CXsxEekyghWqTm,6v99ZbwvusCpYH4wr,McAxQaPM2oXcMmW7j,2021-01-21T20:27:16Z,/experiment/tangram_D.png,red,redD,A person standing straight as if they're holding something like a book or a bowl,true,,,,,,,,,,,,,,,,blue
q7RPs2Ym3MujpojYL,M5FpZRWdf7kXwh7M6,McAxQaPM2oXcMmW7j,2021-01-21T20:27:17Z,/experiment/tangram_D.png,red,redD,"straight back, standing holding a bowl or reading a book",true,,,,,,,,,,,,,,,,blue
hDK5yoDrWx7rocnzh,x4r9AsazSkNHCe6Wp,McAxQaPM2oXcMmW7j,2021-01-21T20:27:19Z,/experiment/tangram_A.png,red,redA,"looks like he is kicking, is standing up on one leg",true,,,,,,,,,,,,,,,,blue
Fu6YWHPAvaT34fgPa,7JJAKXuh3Hiaimf2o,McAxQaPM2oXcMmW7j,2021-01-21T20:27:23Z,/experiment/tangram_A.png,blue,blueA,"man walking, foot up, looking down",true,,,,,,,,,,,,,,,,blue
HC7BHSKtwfmtEBWj9,M5FpZRWdf7kXwh7M6,McAxQaPM2oXcMmW7j,2021-01-21T20:27:30Z,/experiment/tangram_B.png,blue,blueB,Kneeling holding out something,true,,,,,,,,,,,,,,,,blue
tunGNZ48LNtA5oDnH,7JJAKXuh3Hiaimf2o,McAxQaPM2oXcMmW7j,2021-01-21T20:27:36Z,/experiment/tangram_B.png,blue,blueB,"woman kneeling, or a mouse",true,,,,,,,,,,,,,,,,blue
2R9zNxJKi8k8yfBNh,M5FpZRWdf7kXwh7M6,McAxQaPM2oXcMmW7j,2021-01-21T20:27:39Z,/experiment/tangram_C.png,blue,blueC,falling both arms up in the air,true,,,,,,,,,,,,,,,,blue
znSRtnmzgHHBgw6Pg,x4r9AsazSkNHCe6Wp,McAxQaPM2oXcMmW7j,2021-01-21T20:27:47Z,/experiment/tangram_D.png,red,redD,"looks like he is standing straight and looks like he is reading a book, or has a bowl on his hands",true,,,,,,,,,,,,,,,,blue
a7nEPd8Y9Ptpbh8ad,6v99ZbwvusCpYH4wr,McAxQaPM2oXcMmW7j,2021-01-21T20:27:48Z,/experiment/tangram_B.png,red,redB,A person on their knees ,true,,,,,,,,,,,,,,,,blue
qapKtPAiz7fA3SHBK,M5FpZRWdf7kXwh7M6,McAxQaPM2oXcMmW7j,2021-01-21T20:27:55Z,/experiment/tangram_D.png,blue,blueD,"standing, straight back, holding a bowl or reading a book",true,,,,,,,,,,,,,,,,blue
ssZcJCFaoejbNQpah,7JJAKXuh3Hiaimf2o,McAxQaPM2oXcMmW7j,2021-01-21T20:28:03Z,/experiment/tangram_D.png,blue,blueD,"arms in front, like praying. holding something like a bowl or a book",true,,,,,,,,,,,,,,,,blue
3nKuJ5W7z2ymtvdmn,x4r9AsazSkNHCe6Wp,McAxQaPM2oXcMmW7j,2021-01-21T20:28:04Z,/experiment/tangram_C.png,red,redC,"has arms wide open, looks like he is falling down and has his arms up",true,,,,,,,,,,,,,,,,blue
xFB3wyJZrjqX4JSCW,M5FpZRWdf7kXwh7M6,McAxQaPM2oXcMmW7j,2021-01-21T20:28:05Z,/experiment/tangram_A.png,blue,blueA,standing on one leg looking down,true,,,,,,,,,,,,,,,,blue
